,report_no.,report_date,sent_to_manufacturer/importer/private_labeler,publication_date,category_of_submitter,product_description,product_category,product_sub_category,product_type,product_code,manufacturer/importer/private_labeler_name,brand,model_name_or_number,serial_number,upc,date_manufactured,manufacturer_date_code,retailer,retailer_state,purchase_date,purchase_date_is_estimate,incident_description,city,state,zip,location,(primary)_victim_severity,(primary)_victim's_sex,my_relation_to_the_(primary)_victim,(primary)_victim's_age_(years),submitter_has_product,product_was_damaged_before_incident,damage_description,damage_repaired,product_was_modified_before_incident,have_you_contacted_the_manufacturer,if_not_do_you_plan_to,answer_explanation,company_comments,associated_report_numbers,asin_in_report
1008,20111224-6FE81-2147472079,12/24/2011 ,1/4/2012 ,1/26/2012 ,Consumer,"Brickbrite (see www.brickbrites.com), a light up lego-like toy",Toys & Children,Toys,Building Sets (1345),1345,BRICKBRITES / TOOLISTIC INC,Brickbrite,,,,,,gift,,,No,"I wanted to warm you that my children (8 and 4) managed to break one of these Brickbrites (www.brickbrigtes.com) open (I think it was thrown and hit the floor).  It opened at the seam between the upper plastic portion and the lower plastic portion.  The unit has three small button batteries in it.  It took us about ten nervous minutes to locate the button batteries that had come out.  As you probably know, these button batteries can be extremely dangerous for smaller children.  Please see the article in Pediatrics at this link for more details about the dangers of button batteries:  http://www.ncbi.nlm.nih.gov/pubmed/20498173Thanks,   [REDACTED], MD-------------------Pediatrics. 2010 Jun;125(6):1168-77. Epub 2010 May 24.Emerging battery-ingestion hazard: clinical implications.[REDACTED]SourceNational Capital Poison Center, 3201 New Mexico Ave, Suite 310, Washington, DC 20016, USA. toby@poison.orgAbstractOBJECTIVES:Recent cases suggest that severe and fatal button battery ingestions are increasing and current treatment may be inadequate. The objective of this study was to identify battery ingestion outcome predictors and trends, define the urgency of intervention, and refine treatment guidelines.METHODS:Data were analyzed from 3 sources: (1) National Poison Data System (56535 cases, 1985-2009); (2) National Battery Ingestion Hotline (8648 cases, July 1990-September 2008); and (3) medical literature and National Battery Ingestion Hotline cases (13 deaths and 73 major outcomes) involving esophageal or airway button battery lodgment.RESULTS:All 3 data sets signal worsening outcomes, with a 6.7-fold increase in the percentage of button battery ingestions with major or fatal outcomes from 1985 to 2009 (National Poison Data System). Ingestions of 20- to 25-mm-diameter cells increased from 1% to 18% of ingested button batteries (1990-2008), paralleling the rise in lithium-cell ingestions (1.3% to 24%). Outcomes were significantly worse for large-diameter lithium cells (> or = 20 mm) and children who were younger than 4 years. The 20-mm lithium cell was implicated in most severe outcomes. Severe burns with sequelae occurred in just 2 to 2.5 hours. Most fatal (92%) or major outcome (56%) ingestions were not witnessed. At least 27% of major outcome and 54% of fatal cases were misdiagnosed, usually because of nonspecific presentations. Injuries extended after removal, with unanticipated and delayed esophageal perforations, tracheoesophageal fistulas, fistulization into major vessels, and massive hemorrhage.CONCLUSIONS:Revised treatment guidelines promote expedited removal from the esophagus, increase vigilance for delayed complications, and identify patients who require urgent radiographs.PMID: 20498173 [PubMed - indexed for MEDLINE] Free full textPublication Types, MeSH TermsLinkOut - more resources",Cleveland,Ohio,44022,Home/Apartment/Condominium,"Incident, No Injury",,My Child,4.0,No,No,,,No,Yes,,Emailed manufacturer,,,
1009,20190605-23E51-2147380588,6/5/2019 ,6/21/2019 ,7/9/2019 ,Consumer,"Splat Ball. Pink Pig, style #35303. Company logo is Ja-Ru Inc., Jacksonville, FL, 32258. Package is 5x7”. Made in China. ",Toys & Children,Toys,Squeeze or Squeaker Toys (1350),1350,JA-RU INC,Splat Ball ,#35303,1580518,075656353039,,,Family Dollar ,Michigan,6/4/2019 ,No,"I purchased a pig splat ball made by Jaru, with item #35303 printed next to the company logo. My 7 year old was squeezing it in her hands, and it popped through the nose of the pig and squirted her in the eyes. The chemical liquid inside burned her eyes terribly, and was extremely painful. She could not even open her eyes due to the intense pain.  We immediately flushed out her eyes with water. They remained painful, swollen and bloodshot for a long period afterwards. As I was cleaning up the liquid I could smell a strong chemical that smelled like acetone. Wanting to know exactly what just went into my daughters eyes, I tasted a drop of the liquid to see if the chemicals were coming from the outer rubber ball or from the liquid. The liquid definitely has very strong chemicals in it that are NOT safe for children. My tongue burned and stung for over 30 minutes where I placed one drop of liquid. ",Hemlock ,Michigan,48626,Home/Apartment/Condominium,Injury - First Aid Received by Non-Medical Professional,Female,My Child,7.0,Yes,No,,,No,Yes,,I have the package and broken product. I emailed the manufacturer about the incident. ," There are no hazardous chemicals in this product, it has passed ASTM testing, a toxicological risk assessment, and material safety.",,
1010,20110401-F7B32-2147480634,4/1/2011 ,,4/25/2011 ,Consumer,Fun Time Activity Teach Time Triangle - Plastic Toy.  Green top/orange bottom. Clear plastic tubes that rattle from tiny little balls inside.  Various toys from the midpoints of the triangles and across the top.  Length: 8  Width: 8  Height: 9 3/4,Toys & Children,Toys,"Toys, Not Elsewhere Classified (1381)",1381,FUNTIME TOYS Co Ltd,Teach Time Triangle,,,028503010227,9/1/2010 ,09/10 A01,Dollar General Store,"Murfreesboro, TN",12/29/2010 ,Yes,My 8-month-old son got his leg stuck in a toy.  I had to spray cooking spray on him to get it out.,Park City,Kentucky,42160,Home/Apartment/Condominium,"Incident, No Injury",Male,My Child,-1.0,Yes,No,,,No,No,No,,,,
1011,20121127-86A46-2147461545,11/27/2012 ,12/19/2012 ,1/7/2013 ,Consumer,"Megcos pull along turtle toy, 3 turtles of descending size that connect together. Large turtle has lights and music. Smallest turtle was the one that broke.",Toys & Children,Toys,"Blocks, Stacking Toys or Pull Toys (1326)",1326,Megcos Toy Company Ltd.,,1179,,,,,,,,No,"Child was rolling smallest turtle along floor and banged it against the floor, the pegs on one of the wheels broke off and the wheel came off of the toy.",Abingdon,Virginia,24210,Home/Apartment/Condominium,"Incident, No Injury",Male,My Child,-1.0,Yes,No,,,No,No,No,I don't know how to contact the manufacturer,,,
1012,20151115-14876-2147426665,11/15/2015 ,11/27/2015 ,12/11/2015 ,Consumer,Nerf light up toy from a McDonald's Happy Meal,Toys & Children,Toys,"Toys, Not Elsewhere Classified (1381)",1381,MCDONALD'S CORPORATION,Nerf,,,,,,,,,No,"My child received a Nerf toy as part of his McDonald's happy meal. As he was playing with it, it started melting and lightly burned his finger.",Lake Mary,Florida,32746,Home/Apartment/Condominium,Injury - No First Aid or Medical Attention Received,Male,My Child,4.0,Yes,No,,,No,No,Yes,,,,
1013,20210429-58149-2147364430,4/29/2021 ,5/4/2021 ,5/25/2021 ,Consumer,Lovevery month 9-10 explorer kit metal pan,Toys & Children,Toys,"Toys, Not Specified (1395)",1395,"Lovevery, Inc",Lovevery,,,,,,Lovevery.com,,4/22/2021 ,Yes,My 9 month old son was playing with his new toy from Lovevery and there was a metal residue all over his mouth and hands.,West Islip,New York,11795,Home/Apartment/Condominium,Injury - No First Aid or Medical Attention Received,Male,My Child,-1.0,Yes,No,,,,Yes,,,,,
1014,20240611-45BB6-2147338683,6/11/2024 ,6/14/2024 ,7/1/2024 ,Consumer,wesfuner remote controlled diving shark,Toys & Children,Toys,Water Toys (1365),1365,478 WHPH LLC,wesfuner,diving shark,amazon order number [REDACTED],,,,,,,No,amazonI purchased a Wesfuner remote controlled diving shark toy from Amazon on June 1.  During charging the battery overheated and caused a fire,ormond beach,Florida,32176,Home/Apartment/Condominium,"Incident, No Injury",,Self,67.0,Yes,No,,,,Yes,,"new product, battery overheated and caused a fire during charging",,,
1015,20111230-18F31-2147471877,12/30/2011 ,1/9/2012 ,1/24/2012 ,Consumer,It is a remote controlled car that apparently can spin and move 360 degrees and possibly right itself. We don't know what it really does as it never worked.,Toys & Children,Toys,Toy Vehicles (Excluding Riding Toys) (5021),5021,MERCHSOURCE LLC,Thunder  Tumbler Radio Control 306 degree Rally Car,Thunder Tumbler Radio Control 360 Radio car,1641331,9420230748,,,,,,No,This product was  Xmas gift to my son from his Aunt and Uncle. Upon putting it together and putting the batteries in as per description my husband turned the toy on and immediately smoke began coming out of the remote. Obviously he turned it off immediately and put the remote in a safe place so to minimize the chance of it catching fire. This product is a danger. When I went to look this company up online it seems this Blue Hat Toy Company is notorious for products that don't work or malfunction. I hope that this hasn't happened to anyone else?,Cadillac,Michigan,49601,Home/Apartment/Condominium,"Incident, No Injury",Male,My Spouse,48.0,Yes,,,,No,No,Yes,We will try and call the company if we can get through but finding a web address has not been easy and I lack superior computer skills. We kept the toy so we could return it if need be.," This comment is in response to report No: 20111230-18F31-2147471877 provided to MerchSource on January 9, 2012.MerchSource takes all product safety and customer satisfaction issues very seriously.  We investigate all incident reports thoroughly.  Improper battery installation is the suspected root cause of this incident.  MerchSource anticipated battery misuse and included a warning against such misuses in the materials for this product.  We do not believe this is a widespread or dangerous problem; nevertheless, MerchSource will perform additional laboratory analysis related to the issue described in the report and, if necessary, will integrate reasonable safety modifications.",,
1016,20121223-1D574-2147460740,12/23/2012 ,1/11/2013 ,1/28/2013 ,Consumer,"    Includes a small Cinderella doll with party-ready upswept hair    Comes with three MagiClip fashions: a day frock for chores, a pretty pink-and-white party dress, and her iconic blue ball gown    Two-story castle features five vibrant play areas    Castle comes filled with furniture and castle-themed pieces like a tea set and broom    Girls can recreate key scenes from the movie and act out their own dreams too!Battery Required: No | Batteries Included: NoAssembly Required: NoWarranty: YesAge Grade: 3 & upLegal Legend: Doll cannot stand alone.Country of Origin: Imported",Toys & Children,Toys,Doll Houses and Other Play Scenes (5018),5018,"MATTEL, INC.",Disney Cinderella Fairytale Castle,Item #: X2842,,,,,unknown,,12/17/2012 ,Yes,"This item is made with very small accessories such as teacups, a ladle, and a small bowl not fit for the age range on the box for 3-5. I have watched my 3yo very carefully while playing with it, but this morning turned my head for one second and had to retrieve the small bowl from the back of her throat. Please do something about this toy before another child chokes on one of the small pieces. It's really scary that 1000s of little girls will be opening this toy during the holidays.Thank you for your consideration. ",Burlington,North Carolina,27217,Home/Apartment/Condominium,"Incident, No Injury",Female,My Child,3.0,Yes,No,,,No,Yes,,I have contacted Mattel notifying them of the choking hazard and am waiting on response to know what to do with the toy. It has been put away and not being used now. ,,,
1017,20141201-20CD0-1444970,12/1/2014 ,2/13/2015 ,3/12/2015 ,Consumer,"Little Learner Barnyard Friends Remote Buddies, orange cat with blue butterfly remote",Toys & Children,Toys,"Dolls, Plush Toys, and Action Figures (1394)",1394,Happy Kid Toy Group Limited,Little Learner,Remote Buddies Cat,C056314M1408,,,,Ross,Washington,11/7/2014 ,No,"We installed brand new batteries in the product per the box's instructions.Our toddler was playing with the product, when we noticed a black liquid seeping from the battery compartment. We immediately removed the toy from her hands and took off her clothing, which had gotten the liquid on it. We investigated the toy and discovered that one of the batteries had popped and was seeping battery acid. There was a puddle of it on our foam play floor, which was causing it to melt. Had we not caught our daughter in time, she may have ingested it or touched it.",,,,Home/Apartment/Condominium,"Incident, No Injury",Female,My Child,1.0,Yes,No,,No,No,No,No,,,,
