Disclaimer: CPSC does not guarantee the accuracy, completeness, or adequacy of the contents of the Publicly Available Consumer Product Safety Information Database on SaferProducts.gov, particularly with respect to information submitted by people outside of CPSC.
Report No.,Report Date,Sent to Manufacturer / Importer / Private Labeler,Publication Date,Category of Submitter,Product Description,Product Category,Product Sub Category,Product Type,Product Code,Manufacturer / Importer / Private Labeler Name,Brand,Model Name or Number,Serial Number,UPC,Date Manufactured,Manufacturer Date Code,Retailer,Retailer State,Purchase Date,Purchase Date Is Estimate,Incident Description,City,State,ZIP,Location,(Primary) Victim Severity,(Primary) Victim's Sex,My Relation To The (Primary) Victim,(Primary) Victim's Age (years),Submitter Has Product,Product Was Damaged Before Incident,Damage Description,Damage Repaired,Product Was Modified Before Incident,Have You Contacted The Manufacturer,If Not Do You Plan To,Answer Explanation,Company Comments,Associated Report Numbers
20120105-69580-1223411,1/5/2012 ,2/6/2012 ,2/28/2012 ,Consumer,"Battery operated convertible Car","Toys & Children","Riding Toys","Powered Riding Toys (1330)",1330,"Winston Company, Inc.","Winston Inc","TCV2120","unknown","0/23796/01221/7",,,"Walmart","Georgia",12/21/2011 ,No,"Consumer stated that when he assembled the battery operated car he noticed that the bumper had a sharp edge which could cause injury to his 2 year old child.  12/23/11  Consumer contacted the manufacturer about the potential safety hazard of the product and was advised that someone would contact him but no one has responded as yet.Consumer has not allowed his child to play with the car due to it being unsafe, he is concerned that this product should be examined.","Stone Mtn","Georgia",30087,"Home/Apartment/Condominium","Incident, No Injury","","Unspecified","2",Yes,No,,,No,Yes,,,"",
20200405-A8EDF-2147373061,4/5/2020 ,4/13/2020 ,4/27/2020 ,Consumer,"Dynacraft [REDACTED] 4x4. ","Toys & Children","Riding Toys","Powered Riding Toys (1330)",1330,"Dynacraft BSC, Inc.",,"8804-15","DA0331IH02493",,,,"Wal-Mart",,11/14/2017 ,Yes,"Hello. The gas pedal is on and off. It sometimes works probably and sometimes it doesnt. According to the website, they have a recall on the pedal.","Harlingen","Texas",78550,"Home/Apartment/Condominium","Incident, No Injury","Unknown","Unspecified","",Yes,,,,,No,Yes,"I tried calling but nobody is in office due to the convid-19."," Dynacraft BSC, Inc. has reviewed this report, which it appreciates receiving given its concern for the safety of its products. The consumer reported that the foot pedal on his Camo 12V ride-on, model 8804-15, purchased more than two years ago in November 2017, does not function properly.  Based on the information provided, the consumer’s ride-on does not appear to be affected by a recall, and the description of the problem reported by the consumer is not consistent with a prior recall. Dynacraft customer service has contacted the consumer to investigate this matter further, and is awaiting a response.",
20240104-66DB4-2147343027,1/4/2024 ,1/8/2024 ,1/24/2024 ,Consumer,"Spinning stool for infant to sit & spin.","Toys & Children","Riding Toys","Nonwheeled Riding Toys, Unpowered (1327)",1327,"Xijiang Sichuan","Flooyes  Sit and Spin","SIT and Spin","Made in China  # 5577-31A","X003YRFFR",,"25/08/2023","Amazon",,12/1/2023 ,Yes,"Plastic protective cover protecting sharp unicorn broke off during the first few minutes of use.","Newport News","Virginia",23602,"Home/Apartment/Condominium","No Incident, No Injury","","Other Relative","2",Yes,No,,,,No,,"Plastic translucent cover protecting sharp unicorn broke off during first few minutes of use.","",
20190216-7AB8A-2147382678,2/16/2019 ,2/27/2019 ,3/14/2019 ,Consumer,"Barbie Power Wheels RV # FRC29.","Toys & Children","Riding Toys","Powered Riding Toys (1330)",1330,"FISHER-PRICE BRANDS","Barbie","FRC29-9993",,,,"2498Q1","Wal-Mart","Tennessee",12/4/2018 ,No,"Barbie Power Wheel # FRC29 petal stuck when daughter let off the petal and ran in to garage wall.","Sevierville","Tennessee",37876,"Home/Apartment/Condominium","Incident, No Injury","Female","My Child","3",Yes,,,,,No,Yes,"Also recalled. Will try and get it repaired.","",
20231221-3C8B8-2147343321,12/21/2023 ,1/17/2024 ,1/31/2024 ,Consumer,"3 wheel young kids 12 volt moter cycle","Toys & Children","Riding Toys","Powered Riding Toys (1330)",1330,"HNH","Wuben","Wuben ride on toys 12 volt motercycle for kids","None I could find","None",,,,,,No,"Kids3 wheel 12 volt moter cycle started smoking as soon as it was turned on. The smoke got thicker followed by the smell of melting plastic","Spring hill","Florida",34609,"Home/Apartment/Condominium","Incident, No Injury","","Self","60",Yes,No,,,,Yes,,,"",
20120522-12E3C-2147467349,5/22/2012 ,5/31/2012 ,6/14/2012 ,Consumer,"Disney Minnie® 3-2-1 Trike 10 Girls' Trike pink, purple, and white","Toys & Children","Riding Toys","Tricycles (1301)",1301,"Huffy Corporation","Huffy","49912","26611 E",,,,"Toys R Us","Florida",12/3/2011 ,Yes,"first, the petals came off, causing my child to scratch her inner calves- i called huffy for replacement petals and never received them...* i makeshift repaired the petals to stay on with bent paperclipssecond, the frame holding the front wheel and steering wheel came apart at the welded joint; i caught my child before she was hurt, but if she was riding the trike herself and was older, she probably would have been in the hospital for a serious injury- since i never received the replacement petals and huffy is hopeless to deal with and since it was past the 30 days since i bought the trike, i had given up hope on this [REDACTED] trike* i will try contacting huffy one more time about this trike, now that i have filed this report","Duluth","Georgia",30096,"Home/Apartment/Condominium","Injury - First Aid Received by Non-Medical Professional","Female","My Child","2",Yes,No,,,No,No,Yes,"kept the product to show others the broken welded joint, will contact the manufacturer after this report is filed"," Huffy Corporation thanks the consumer for information on this incident. The company has contacted the consumer and resolved the matter with the consumer. Huffy will investigate the breakage and take appropriate action based upon such investigation. Huffy Corporation encourages all individuals to contact the company whenever there is a concern about a product’s safety. The Consumer Service telephone number is (800) 872-2453.",
20120104-C0E8F-2147471669,1/4/2012 ,1/11/2012 ,2/2/2012 ,Consumer,"Huffy Green Machine, big wheel type trike with steering rear axle","Toys & Children","Riding Toys","Tricycles (1301)",1301,"Huffy Corporation","Huffy","Green Machine",,,,,"Toys R Us","California",12/19/2011 ,Yes,"The seat is poorly designed, a single bolt that clamps hard plastic to a glossy painted frame.  Insufficient clamping force is exerted on the frame, forcing the user to overtighten the bolt.  this stresses the plastic, causing a failure which results in the seat suddenly detaching from the trike while in motion.  I bought two of these and gave them to my two boys for Christmas, within 10 days one was broken and the other showed signs of fatigue in the same area.  While my boys were not injured, the design is extremely poor.","Los Banos","California",93635,"Home/Apartment/Condominium","Incident, No Injury","Male","No Relationship","9",Yes,No,,,No,No,Yes,," Huffy Corporation thanks the consumer for information on this concern. The company is evaluating the seat. Huffy Corporation encourages all individuals to contact the company whenever there is a concern about a product’s safety. The Consumer Service telephone number is (800) 872-2453.",
20111128-3DD70-1217215,11/28/2011 ,12/29/2011 ,1/20/2012 ,Consumer,"Cars 2 Folding Tricycle","Toys & Children","Riding Toys","Tricycles (1301)",1301,"Huffy Corporation","Huffy",,,,,,"Toys R US",,8/15/2011 ,No,"The consumer purchased the tricycle the plastic the holds the pedal to the wheel broke causing the unit to become unstable and tip over.  Her child was on the trike at time this occured.  He fell off of it and hit a curb.  The consumer contacted the retailer who sent him a new tricycle and the same thing occured with the same location.  She went back to the retailer who told her they must be using it incorrectly.  The consumer contacted the manufactuer who told her they are aware of the situation and that it is defective.  They have replaced the plastic part that connects the metal to the wheel with a nylon material.  She asked if the retailer had been contacted and they said they did not.  She told them that her son fell off because of this.  The consumer feels that whenever the product breaks, they are sending out a nylon replacement but not informing anyone.  ",,,,"Unspecified","Injury - Level of care not known","Male","Unspecified","",Yes,No,,,No,Yes,,," Huffy Corporation thanks the consumer for information on this concern. The company will investigate the breakage claim and take appropriate action based upon such investigation. Huffy Corporation encourages all individuals to contact the company whenever there is a concern about a product’s safety. The Consumer Service telephone number is (800) 872-2453.",
20111218-72A45-2147472247,12/18/2011 ,12/27/2011 ,1/11/2012 ,Consumer,"Playskool Busy Basics Step Start Walk 'n RideItem #: 033319 SKU: FD94AC3F UPC/EAN/ISBN: 032245055453 Manufacturer #: 05545","Toys & Children","Riding Toys","Wheeled Riding Toys, Unpowered (1398)",1398,"HASBRO INC.","Playskool / Hasbro","Playskool Busy Basics Step Start Walk 'n Ride",,"032245055453",,,"Toys R US",,10/18/2011 ,No,"Playskool Busy Basics Step Start Walk 'n Ride - the front key has a sharp piece of plastic attached to it that can poke out a childs eye.  Our 8 month quickly figured out how to remove it & luckily we saw him do it so we were able to grab it before he harmed himself.","Keene","New Hampshire",03431,"Home/Apartment/Condominium","Incident, No Injury","Male","My Child","-1",Yes,Yes,,No,No,No,,," Product Safety is a top priority at Hasbro; thank you for your feedback.  We have trained professionals available at our headquarters to answer product-related questions, and we encourage consumers to contact us directly, by calling 800.255.5516 or going to http://hasbro.custhelp.com",
20120723-8339B-1261274,7/23/2012 ,8/28/2012 ,9/12/2012 ,Consumer,"blow-up bouncy horse","Toys & Children","Riding Toys","Nonwheeled Riding Toys, Unpowered (1327)",1327,"JAMMY GLOBAL LIMITED","Rody","unknown","unknown",,,,"Castle Toys & Games",,,No,"(7/23/2012) The consumer was passing through a toy store and near the checkout line there was a bouncy horse. He placed his 16 month old daughter on the display horse. Within 3 seconds of the child being on the horse she bounced backwards and then forward. As she was going forward the child and the horse hit the ground head first. The consumer immediately picked up his child and noticed a red mark on the center of her forehead. The consumer tried to file an accident report with a representative in the store, but she advised him that kids fall off of the horse all the time.  The retailer’s rep. proceeded to contact her supervisor [REDACTED] (last name unknown). The consumer spoke with [REDACTED], who told him that they would take the item off the floor and scheduled an appointment to meet with the consumer when he returns to store. The consumer has not taken his child to the emergency room, but will continue to watch her throughout the day.NOTE:  The consumer did not purchase this product, so it remained at the store.","Beaver","Pennsylvania",15009,"Other","Injury - Level of care not known","Female","My Child","1",No,No,,,No,No,Yes,,"",
