Disclaimer: CPSC does not guarantee the accuracy, completeness, or adequacy of the contents of the Publicly Available Consumer Product Safety Information Database on SaferProducts.gov, particularly with respect to information submitted by people outside of CPSC.
Report No.,Report Date,Sent to Manufacturer / Importer / Private Labeler,Publication Date,Category of Submitter,Product Description,Product Category,Product Sub Category,Product Type,Product Code,Manufacturer / Importer / Private Labeler Name,Brand,Model Name or Number,Serial Number,UPC,Date Manufactured,Manufacturer Date Code,Retailer,Retailer State,Purchase Date,Purchase Date Is Estimate,Incident Description,City,State,ZIP,Location,(Primary) Victim Severity,(Primary) Victim's Sex,My Relation To The (Primary) Victim,(Primary) Victim's Age (years),Submitter Has Product,Product Was Damaged Before Incident,Damage Description,Damage Repaired,Product Was Modified Before Incident,Have You Contacted The Manufacturer,If Not Do You Plan To,Answer Explanation,Company Comments,Associated Report Numbers
20211116-161B8-2147358742,11/16/2021 ,11/18/2021 ,12/3/2021 ,Consumer,"Yellow Echo RC Front End Loader Toy features a 2.4G radio control, heavy duty style, and working dump and headlights. Measures 14''L x 6''W x 6''H","Toys & Children","Toys","Toy Vehicles (Excluding Riding Toys) (5021)",5021,"ECHO TOYS","Echo","90173",,,8/1/2020 ,"AUG 2020 DG",,,,No,"When adding batteries to the front end loader, after a few minutes, the batteries started to sizzle and melt","Johnston","Rhode Island",02919,"Home/Apartment/Condominium","No Incident, No Injury","Male","My Child","2",Yes,No,,,,No,,,"",
20210609-E6DBA-3347965,6/9/2021 ,7/7/2021 ,7/28/2021 ,Health Care Professional,"Flash Rocks","Toys & Children","Toys","Toys, Not Elsewhere Classified (1381)",1381,"Copernicus Toys","Copernicus Toys",,,,,,,,,No,"Respondent stated that a patient received an eye injury from the flash rock .  She stated that the 4 year old child while playing with the rocks a foreign object got in her eye causing corneal abrasion.  She had was treated and released .Respondent stated that the rocks when smashed together creates a flashing light.",,,,"Unspecified","Injury - Seen by Medical Professional","Female","Unspecified","4",No,No,,,No,,,,"Copernicus Toys: Item was not used according to instructions. The 2 pieces of quartz should not be hit, smashed, or stuck together, they should just be rubbed together to get the effect. The packaging for this item clearly describes what to do and what not to do. Instructions were not followed.",
20231021-E08AA-2147344513,10/21/2023 ,10/24/2023 ,11/7/2023 ,Consumer,"Manhattan Toy Stacker Rocket Baby and Toddler 7 Piece Magnetic Wooden Stacking Toy Set","Toys & Children","Toys","Blocks, Stacking Toys or Pull Toys (1326)",1326,"Manhattan Toy","Manhattan Toy","Manhattan Toy Stacker Rocket Baby and Toddler 7 Pi","n/a","ASIN B07V6GK7V2",,,,,,No,"Wooden plug came out of one of the stacking pieces of the toy, leaving a magnet exposed.  We were unable to find the wooden piece, and we're worried it may have been a choking or ingestion hazard.  We removed the toy after this, as we were worried that the magnet may also fail.",,,,"Home/Apartment/Condominium","No Incident, No Injury","Unknown","My Child","-1",Yes,No,,,,No,,,"Manhattan Toy: At Manhattan Toy we are dedicated to making safe, fun exploratory toys. Our products meet stringent US toy safety regulations. We have not had any similar complaints on this item. We appreciate the opportunity to work with the consumer to address and investigate this claim. We urge the consumer to contact us to speak with our Consumer Service Department. Thank you.",
20241129-C6F52-2147334950,11/29/2024 ,12/5/2024 ,12/19/2024 ,Consumer,"Cookeez makery pancake treatz by Moose Toys LLCPURPLE PAN WITH PINK PANCAKE CAT","Toys & Children","Toys","Pretend Electronics, Tools, Housewares & Appliances (5020)",5020,"Moose Toys","Cookeez makery","23508-00/03/11-R1","DC5001Y00524","630996235089",,,"Walmart",,11/29/2024 ,No,"Cookeez Makery Pancake5 year old daughterI think she was trying to flip the product to put the animal back in where it securesHer finger was stuck and just had a red mark- no serious trauma.Below is the email i sent to the company.Hi, we just purchased a cookeez bakery pancake toy for my five-year-old daughter. This is not a safe toy for children as shes playing with it and I hear her screaming/crying- i  turn around and her finger was stuck inside the blue  flipper that reveals the pancake. She could not get it out until i physically helped her release it.I literally had ptsd because my daughter suffered a bike chain accident and open fractured 2 fingers!Her fingers are forever precious.The flip force or retention for this toy is too strong for 5 yr old fingers.","Plymouth","Massachusetts",02360,"Home/Apartment/Condominium","Injury - No First Aid or Medical Attention Received","Female","My Child","5",,,,,,,,,"",
20241108-92618-2147335458,11/8/2024 ,11/29/2024 ,12/13/2024 ,Consumer,"SAMSONICO USA LLC Horizon Future Retro Arcade Desktop Air Hockey","Toys & Children","Toys","Toys, Not Elsewhere Classified (1381)",1381,"Walgreen Co.","Modern Expressions","712706","195602126835","195602126835",,,"Walgreens, 1701 Buffalo Grove Road, Buffalo Grove,",,11/8/2024 ,No,"Purchase an air hockey toy from a walgreens store. Brand is SAMSONICO USA LLC.My son was playing with this toy when all of a sudden we smelled smoke and noticed a small fire was starting on the lights along the sides of the toy","Hawthorn Woods","Illinois",60047,"Home/Apartment/Condominium","No Incident, No Injury","Male","My Child","5",Yes,No,,,,No,,,"",
20241025-64F21-2147335737,10/25/2024 ,10/30/2024 ,11/21/2024 ,Consumer,"SYNCFUN 3 Pack Monster Truck Toy, Motion Activated Light-Up Cars for Kids Toddlers, Monster Treads Lightning Wheels, Press & Go Car Toy for Boys Girls","Toys & Children","Toys","Toy Vehicles (Excluding Riding Toys) (5021)",5021,"JOYIN INC","SYNCFUN",,,,,,"Walmart",,9/1/2024 ,Yes,"The hubcap popped off the toy truck when my 16 month dropped it on a soft padded play mat. He dropped it from only a foot high. It was not thrown. The hubcap came off and he grabbed it and put it in his mouth. It is the perfect size to swallow and be lodged in an airway. The product is SYNCFUN 3 Pack Monster Truck Toy, Motion Activated Light-Up Cars for Kids Toddlers, Monster Treads Lightning Wheels, Press & Go Car Toy for Boys Girls. The age group on this toy is child, teen, toddler. It is supposedly an age appropriate toy for a 1 year old.","Farmersville","Texas",75442,"Home/Apartment/Condominium","Incident, No Injury","Male","My Child","1",,,,,,,,,"",
20210508-A5CBE-2147364244,5/8/2021 ,5/12/2021 ,6/9/2021 ,Consumer,"Hallmark Brand baby rattle ","Toys & Children","Toys","Baby Rattles (1517)",1517,"Hallmark Cards, Incorporated","Hallmark marketing ","Unknown ","Unknown ","Unknown ",3/12/2020 ,"Unknown ","Tuesday Morning ",,5/1/2021 ,Yes,"My child was chewing on a chew toy and the wood broke off into his mouth and he almost choked to death. I have pictures of the toy, purchased at Tuesday Morning in Houston TX. It is a toy designed for babies with a wooden handle that broke off ","Tomball ","Texas",77375,"Home/Apartment/Condominium","No Incident, No Injury","Male","My Child","1",Yes,No,,,,No,,,"Hallmark Cards, Incorporated: Hallmark values and places a high priority on making sure that all of its products and its customers are safe. Hallmark was concerned to receive this customer’s report and has reached out to this customer to collect more information and the product itself in order to fully investigate this issue. Hallmark always wishes to receive reports directly from its customers when they identify what they believe to be a quality or safety concern. Hallmark places a high value on this important feedback. Customers are encouraged to contact Hallmark Customer Care with their concerns at 1-800-HALLMARK (800-425-5627).",
20240925-6A6B0-2147336314,9/25/2024 ,10/3/2024 ,10/18/2024 ,Consumer,"DeMoca Busy Board. Toy is a flat wooden board with several toys adhered to it including: zipper, velcro, light switch, gears, door, shoe laces, and buckle. The part that came disassembled was small wooden zig zag track for the child to trace with a moving part.","Toys & Children","Toys","Toys, Not Elsewhere Classified (1381)",1381,"DeMoca","DeMoca","Busy Board","B07VPHR2L8",,,,"Amazon",,,No,"My child was playing with the DeMoca busy board toy and one of the components of the toy came off along with all of the screws and the small wooden spacers. My child was not injured while playing with the toy, but the screws and small wooden spacers are a choking hazard.","Westminster","Maryland",21157,"Home/Apartment/Condominium","No Incident, No Injury","Female","My Child","1",Yes,Yes,,,,No,,"The product was missing one screw and one spacer when I received the product. The screw was not inside the package, but the spacer was. I tightened all of the screws upon receiving the items, but the screws still came loose during typical use/play.","",
20191120-DB926-2147376462,11/20/2019 ,12/19/2019 ,1/6/2020 ,Consumer,"Fur Real Friends The Luvimals purple/blue cat toy. Has batteries x2 1.5v akaline batteries Fancy LeBon","Toys & Children","Toys","Dolls, Plush Toys, and Action Figures (1394)",1394,"HASBRO INC.","Hasbro","B6574/B0698",,,,,,,,No,"11-19-19 the smoke detectors went off at my home. Upon much detection, because the fire had fizzle out, the Fire Department found out that a toy in my daughter's toy bin was reading 100 degrees. Upon further investigation, it was determined that a Fur Real Friends (The Luvimals) purple/blue cat toy was the culprit. It caught fire, caused other toys in the bin to melt, burn. ","Milton","Florida",32583,"Home/Apartment/Condominium","Incident, No Injury","Female","My Child","10",Yes,No,,,No,No,Yes,"I still have the product and all items damaged. I would like to contact Hasbro have not had a chance yet."," Product Safety is a top priority at Hasbro; thank you for your feedback. We have trained professionals available at our headquarters to answer product-related questions, and we encourage consumers to contact us directly, by calling 800.255.5516 or going to  https://consumercare.hasbro.com/en-us",
20191229-46B45-2147375708,12/29/2019 ,1/29/2020 ,2/12/2020 ,Consumer,"SHARKOOL Hands Free Mini Drone Helicopter","Toys & Children","Toys","Toy Vehicles (Excluding Riding Toys) (5021)",5021,"Shan Tou Shi Qia Feng Dian Zi Keji Youxian Gongsi Ltd","SHARKOOL ","SHARKOOL Hands Free Mini Drone Helicopter",,,,,"Amazon",,,No,"Toy arrived brand new. Plug the toy in and within five minutes of charging it went on fire","Manalapan ","New Jersey",07726,"Home/Apartment/Condominium","Incident, No Injury","Female","Self","35",No,No,,,No,Yes,,"called Amazon and told them about the incident","",
20210929-A6F9C-2147359361,9/29/2021 ,10/1/2021 ,10/18/2021 ,Consumer,"Robo Alive Junior Baby Shark Battery-Powered Sing and Swim Bath Toy by ZURU","Toys & Children","Toys","Water Toys (1365)",1365,"Zuru Inc. ","Robo Alive Junior Baby Shark Battery-Powered Sing ","Baby Shark ",,,,,"Walmart ",,10/1/2020 ,No,"My child was getting out of the bath tub and he slipped and fell onto his baby shark sing and swim toy. The fin punched his face and left lots of scratches. I feel the fins are too pointy on this toy to be a children’s bath toy.","Gig Harbor ","Washington",98329,"Home/Apartment/Condominium","Injury - Seen by Medical Professional","Male","My Child","4",,,,,,,,,"Zuru Inc. : Zuru Inc. (“Zuru”) appreciates this report being brought to its attention. Zuru wants to assure the Commission and its customers that product safety is its top priority. To that end, the Zuru Robo Alive Junior Baby Shark (the “product”) is subject to rigorous independent laboratory testing to ensure that it complies with all applicable rules, regulations, and industry standards, including but not limited to ASTM F963-17, the Standard Consumer Safety Specification for Toy Safety. In addition to pre-market testing, the product is also subject to extensive ongoing quality control procedures once it has entered the market. Zuru does not believe that the product presents a defect or quality issue. Zuru thanks the Commission for this notification and the opportunity to provide this response.",
20200701-CFC5B-2147371360,7/1/2020 ,7/23/2020 ,8/13/2020 ,Consumer,"Squeezie PlushIt is a little plush frog filled with 100s of colorful little balls.","Toys & Children","Toys","Squeeze or Squeaker Toys (1350)",1350,"BONITA MARIE INTERNATIONAL","Squeezie Plush",,,"81201102730",,"2019","Dave & Busters","California",7/1/2020 ,No,"My grandson has a Squeezie Plush toy by BMi that was filled with many little jelly type little balls. The toy is made to be squeezed. While he was squeezing it the toy bursted open and the little balls from the inside all started coming out. If a smaller child had this toy this may happen before a parent notices causing a choking hazard if they are put in the mouth. The little balls are very colorful and can appear to be candy to a child.","Oak Hills","California",92344,"Home/Apartment/Condominium","Incident, No Injury","Male","Unspecified","",Yes,No,,,No,Yes,,"I sent an email."," BMI takes concerns about the safety of its products very seriously and has contacted the consumer directly to learn more about the incident and possibly obtain the product for review. This is the first that BMI has heard of a concern of this nature for the Squeeze Plush. The Squeeze Plush has been tested by an independent 3rd party laboratory to ensure compliance to the ASTM F963 standard and it was thoroughly tested for safety, including drop testing. The product also passed a toxicological risk assessment, and associated tests for material safety and test results have determined that there are no hazardous chemicals in this product. Nevertheless, BMI is conducting additional tests on the product to assure that it continues to meet or exceed all required standards.",
