Disclaimer: CPSC does not guarantee the accuracy, completeness, or adequacy of the contents of the Publicly Available Consumer Product Safety Information Database on SaferProducts.gov, particularly with respect to information submitted by people outside of CPSC.,
Stuffed Toys Recalled by Knickerbocker,8/25/1978,"Stuffed Toys Recalled by Knickerbocker NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE August 25, 1978 Release # 78-110 Knickerbocker Recalls 500,000 Stuffed Toys NEW YORK, N.Y. (Aug. 25) -- In cooperation with the U.S. Consumer Product Safety Commission (CPSC), the Knickerbocker Toy Company of Edison, New Jersey is voluntarily recalling and replacing 500,000 stuffed toys. The toys were found to have an excessive amount of lead in the ink that was used to letter the toy's name on its sweater. The toys in question are the monkey, Curious George; the Easter chick, Chick-A- Dee; and the puppies, Puppy Love and Scooby-Doo. Imported from South Korea, they were distributed to stores nationwide between March 1977 and April 1978. To date, no consumer complaints or injuries have been reported. The toys can be identified by the numbers K-20, K-21, K-22, K-23, K-25 and K-32 imprinted on a tag affixed to the toy's seam, and the style numbers 5465, 5466, 5467, 9750, 2270, 2271, 2285, 2286 and 9416 imprinted on the toy's packaging. CPSC New York Area Director Richard D. Swackhamer commented, Our tests revealed a range of 12 to 45 per cent lead in the lettering on the toys, an amount in excess of the permitted level. When informed of these findings, Knickerbocker issued this recall. Consumers are advised to return the toys to the place of purchase for replacement. Inquiries should be directed to the Customer Service Department, Knickerbocker Toy Company, 10 Clearview Road, Raritan Center, Edison, New Jersey 08817 (201/225-4073). Or for verification of the toy model, call the CPSC toll-free Hotline: 800/638-2772.",78110,https://www.cpsc.gov/Recalls/1978/Riviton-Sets-Voluntarily-Held1
"CPSC, First & Main Inc. Announce Recall of Plush Toys",12/12/2003,"This Flutterby plush toy is a winged horse. These pink, blue or purple toys have small plastic gem stones attached to the horse's wings. The toys have labels reading, First & Main, Inc., Lombard, IL, Flutterby, Item No. 4005.",4523,https://www.cpsc.gov/Recalls/2004/CPSC-First--Main-Inc-Announce-Recall-of-Plush-Toys
Plush Rabbit Toys Recalled by Small Small World,11/21/2000,"Plush Rabbit Toys Recalled by Small Small World NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE November 21, 2000 Release # 01-039 Plush Toy Recall Hotline: (800) 485-7211 CPSC Consumer Hotline: (800) 638-2772 CPSC Media Contact: Nychelle Fleming, (301) 504-7063 CPSC, Small Small World Announce Recall of Plush Rabbit Toys WASHINGTON, D.C. - In cooperation with the U.S. Consumer Product Safety Commission (CPSC), Small Small World, of Englewood, N.J., is voluntarily recalling about 60,000 plush rabbit toys sold under The Boyds Collection label. The eyes on these toys could detach, posing a choking hazard to young children. Small Small World has not received any reports of injuries associated with these toys. This recall is being conducted to prevent the possibility of injuries. The recall involves two styles of plush rabbit toys: Natalie Nibblenose and Nickie Nibblenose. They are both about 6 inches tall with movable joints, and have bows around their necks. Sewn-on tags on these toys read, THE BOYDS COLLECTION and MADE IN CHINA. Natalie Nibblenose is a white chenille hare. A cardboard tag attached to her with string reads, NATALIE NIBBLENOSE and STYLE # 573300-01. Nickie Nibblenose is a French vanilla and white hare. A cardboard tag attached to him with string reads, NICKIE NIBBLENOSE and STYLE #573303-03. Specialty stores sold these toys nationwide from December 1999 through September 2000 for about $6. Consumers should take these toys away from young children immediately, and return them to the store where purchased for a free replacement toy. For more information, call Small Small World at (800) 485-7211 between 9 a.m. and 5 p.m. ET Monday through Friday.",1039,https://www.cpsc.gov/Recalls/2001/CPSC-Small-Small-World-Announce-Recall-of-Plush-Rabbit-Toys
Floppy Friends Horse Toys Recalled by Toy Investments Due to Violation of Lead Paint Standard,5/22/2008,"The recalled horse toy has a push up base. When the base is pushed up, the toy horse is floppy. When released, the toy horse stands up straight. The horse is brown and white and the base is green with orange, red flowers and dark blue flowers.",8285,https://www.cpsc.gov/Recalls/2008/Floppy-Friends-Horse-Toys-Recalled-by-Toy-Investments-Due-to-Violation-of-Lead-Paint-Standard
"CPSC, Mary Meyer Corp. Announce Recall To Replace Plush Spider Baby Toys",2/19/2004,"The toy is a plush bug-shaped activity toy, which also can be hung from a crib, carriage or other object. The plush spider toy has eight legs with round stuffed feet that crinkle or rattle and a mirror on the underside that makes a squeaky sound when bounced.",4086,https://www.cpsc.gov/Recalls/2004/CPSC-Mary-Meyer-Corp-Announce-Recall-To-Replace-Plush-Spider-Baby-Toys-
Chick-In-Egg Squeaker Toy Recalled,10/18/1989,"Chick-In-Egg Squeaker Toy Recalled NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE CONTACT: October 18, 1989 (301) 504-7908 Release # 90-002 Chick-In-Egg Squeaker Toy Recalled WASHINGTON, D.C.--The Mitchell Import Company, Shawnee Mission, Kansas, is voluntarily recalling approximately 1,700 Chick-in-Egg squeaker toys because the head and squeaker may present a potential choking hazard to children. This toy was distributed nationwide beginning in February 1989 for about $1.00. It is an egg-shaped plastic toy about 2 1/2 inches long and comes in various colors. A chick's head is attached to the larger end of the egg and a squeaker to the small end. The egg is marked TAIWAN. Neither the Consumer Product Safety Commission nor the Mitchell Import Company is aware of any injuries involving this toy. It is being voluntarily recalled by the firm because it may pose a choking hazard. Consumers should return their Chick-in-Egg squeaker toy to the store where they purchased it for a full refund.",90002,https://www.cpsc.gov/Recalls/1990/Chick-In-Egg-Squeaker-Toy-Recalled
Sandberg Manufacturing Company Recalls Caterpillar Pull Toys,3/28/1990,"March 28, 1990 Release # 90-058 Sandberg Manufacturing Company Recalls Caterpillar Pull Toys WASHINGTON, DC -- In cooperation with the U.S. Consumer Product Safety Commission (CPSC), Sandberg Manufacturing Company of Chicago, Illinois is voluntarily recalling 1,500 Caterpillar Pull Toys because the toy may break apart during use producing small pieces of plastic, some with sharp points. The balls on the ends of the antenna may also detach presenting a choking hazard to young children. The Caterpillar Pull Toy is made of green, orange, yellow, blue, and red plastic with two small balls on the end of two springs and a red pull string attached to the head. The carton was labeled in part A Colorful Pull Toy, Jingle Bell Sound, Ages 1 to 3, Sandberg. These toys were imported from Hong Kong and sold nationwide from October 1988 to May 1989. Consumers are urged to take these toys away from young children and return them to the store where purchased for a refund of the purchase price. Consumers may also return their toys to Sandberg Manufacturing Company at 1959 West Fulton Street, Chicago, Illinois 60612. For more information consumers may call the Sandberg Company at (312) 226-2033. Neither the CPSC nor the Sandberg Manufacturing Company is aware of any injuries involving this product. This voluntary recall is being conducted to prevent the possibility of injury",90058,https://www.cpsc.gov/Recalls/1990/Sandberg-Manufacturing-Company-Recalls-Caterpillar-Pull-Toys
Four Seasons General Merchandise Recalls Educational Toys,11/3/1994,"November 3, 1994 Release # 95-017 WASHINGTON, D.C. -- CPSC, Four Seasons General Merchandise of Vernon, Calif., is voluntarily recalling about 6,500 Funny Train and Elephant educational pull toys. CPSC testing found that the toys had small parts that broke off, presenting a potential choking hazard to young children.The toys, which cost about $2.00, were sold in food stores, discount stores, and retail stores in Southern California between March and June 1994. The elephant toy is pink plastic and the train is blue plastic. The toys are 8 to 9 inches long and 7 inches high, with four red plastic wheels, a clock with arms that can be moved to different positions, two sets of abacus beads, and a 5-inch long white pull cord in front. They were packaged in plastic bags with cardboard headers that read Diplomat Play and Learn Education Toy No.3062/16151H, Made in China.Consumers should take the toys away from children immediately and return them to the stores where purchased for a full refund. Consumers with questions about this recall can call Four Seasons at (213) 582-4444.To date, CPSC and Four Seasons have not received any reports of injuries involving these toys. This voluntary recall is being conducted to prevent the possibility of injury. Link to CPSC's provisionally accepted settlement agreement with Four Seasons General Merchandise",95017,https://www.cpsc.gov/Recalls/1995/Four-Seasons-General-Merchandise-Recalls-Educational-Toys
Wooden Dog Pull Toys Recalled by Pottery Barn Kids,2/6/2001,"Wooden Dog Pull Toys Recalled by Pottery Barn Kids NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE February 6, 2001 Release # 01-079 Pottery Barn Kids Recall Hotline: (866) 428-6467 CPSC Consumer Hotline: (800) 638-2772 CPSC Media Contact: Kim Dulic, (301) 504-7058 CPSC, Pottery Barn Kids Announce Recall of Wooden Pull Toys WASHINGTON, D.C.- In cooperation with the U.S. Consumer Product Safety Commission (CPSC), Pottery Barn Kids, of San Francisco, Calif., is voluntarily recalling about 2,900 wooden dog pull toys. Wooden pegs can come off of these pull toys, posing a choking hazard to young children. Pottery Barn Kids has received a report of one peg coming off of the toy. No injuries have been reported. The wooden dog pull toy is about 10 inches long and about 5 inches high. The dog's legs are attached to wooden wheels with small pegs. A black string with a large wooden ball on the end is connected to the front of the toy. There is no writing on the toy. The Pottery Barn Kids store in Corte Madera, Calif., and Pottery Barn Outlet stores in Virginia, Texas, Georgia, Tennessee and Ohio sold these pull toys from June 2000 through January 2001 for about $6. Consumers should take these pull toys away from young children immediately, and return them to the store where purchased for a refund. For more information, call Pottery Barn Kids at (866) 428-6467 between 8 a.m. and 5 p.m. PT Monday through Saturday.",1079,https://www.cpsc.gov/Recalls/2001/CPSC-Pottery-Barn-Kids-Announce-Recall-of-Wooden-Pull-Toys
Squeeze Toys Recalled by Crib Mates & Baby World,12/16/1982,"Squeeze Toys Recalled by Crib Mates & Baby World NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE December 16, 1982 Release # 82-054 Squeeze Toys Being Recalled Because Of Potential Choking Hazard WASHINGTON, D.C. -- In cooperation with the Consumer Product Safety Commission, two firms announced voluntary recalls of squeeze toys because similar shaped squeeze toys manufactured by another company have been involved in choking deaths. While the squeeze toys described in these recalls have not been involved in any known choking incidents, the handles are small enough to lodge in an infant's throat and obstruct the airway. Consumers should remove these products from use immediately. Crib Mates Inc., of Hollis, New York is recalling approximately 19,000 of the following squeeze toys which have been distributed nationwide in the last two years: Popeye character head on red handle Olive Oyl character head on red handle The toys are made of soft, easily compressed plastic material, are in a package bearing the number P 7932 and are sold under the brand name: Popeye. Stamped on the back of the head is King Features Syndicate, Inc. Crib Mates 1979. No other Popeye or Crib Mates squeeze toys are involved in this recall. Consumers should remove these products from use immediately and return them to the retailer where purchased for full refund. Retailers should remove the toys from sale immediately and return to Crib Mates for a refund. Baby World Company, Inc. of Great Neck, New York and Grafton, West Virginia is recalling approximately 64,800 Squeeze Me animal squeeze toys which were sold on a nationwide basis from 1980 until the company ceased distribution in 1981. The toys are: lion's head with bow tie on handle cat's head with bow tie on handle dog's head with bow tie on handle. The toys are made of soft, easily compressed plastic material and were sold under the brand name Squeeze Me in a plastic bag with a cardboard label. The label bears the style number 7576' and the name Baby World Company, Inc., Great Neck, NY. The overall length of the toys is 4-3/4. The toys have ends measuring about 7/8 in diameter and handles that are approximately 2-l/4 in length. Consumers should remove these products from use immediately and return them to the retailer where purchased for full refund. If desired, consumers may return the squeeze toy to Baby World Company, Inc., Pike Street, Grafton, West Virginia 26354, telephone (304) 265-2120, for full refund. Retailers should remove the toys from sale immediately and return them to Baby World Company, Inc., Grafton, West Virginia. For further information, consumers may call CPSC's toll-free Hotline at 800-638-CPSC.",82054,https://www.cpsc.gov/Recalls/1982/Squeeze-Toys-Being-Recalled-Because-Of-Potential-Choking-Hazard
