Disclaimer: CPSC does not guarantee the accuracy, completeness, or adequacy of the contents of the Publicly Available Consumer Product Safety Information Database on SaferProducts.gov, particularly with respect to information submitted by people outside of CPSC.
"New Easy-Bake Oven Recall Following Partial Finger Amputation; Consumers Urged to Return Toy Ovens",7/19/2007 ,"The Easy-Bake Oven is a purple and pink plastic oven that resembles a kitchen range with four burners on top and a front-loading oven. Easy Bake is printed on the front of the oven. Model number 65805 and Hasbro are stamped into the plastic on the back of the oven. This recall includes all units with the retrofit kit. The Easy-Bake Oven is an electric toy and is not recommended for children under eight years of age. Ovens sold before May 2006 are not included in this recall.",07245,https://www.cpsc.gov/Recalls/2007/New-Easy-Bake-Oven-Recall-Following-Partial-Finger-Amputation-Consumers-Urged-to-Return-Toy-Ovens
"Color In Contrast Busy Box Recalled by Playskool",6/26/1989 ,"Color In Contrast Busy Box Recalled by Playskool NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE June 26, 1989 Release # 89-056 PLAYSKOOL RECALLS ITS COLOR IN CONTRAST BUSY BOX WASHINGTON, D.C. -- Playskool, Inc., of Pawtucket, RI, (a subsidiary of Hasbro, Inc.) is voluntarily recalling 40,000 Color In Contrast Busy Boxes, Item No. 5388, distributed from the end of March 1989 through the beginning of May 1989. The Company has determined that the printed red logo on the product may exceed the 0.06% lead content limit established by federal law. Although there have been no reports of consumer problems or complaints,. the company decided to recall based on its own ongoing quality control process. Consumers should discontinue use of the Color 'n Contrast Busy Box and return the box to the retail store where purchased for a refund of the purchase price. Consumers may also return them to Playskool, Inc., PO Box 200, Pawtucket, RI 02862-0200, for a refund of $15.00. Retailers and distributors who presently carry this product should contact Playskool, Inc., to arrange for the disposition of the item. For further information about this Nationwide recall, consumers may call toll-free 1-800-752-9755.",89056,https://www.cpsc.gov/Recalls/1989/PLAYSKOOL-RECALLS-ITS-COLOR-IN-CONTRAST-BUSY-BOX
"Chuck E. Cheese’s Recalls Light-up Rings and Star Glasses Due to Ingestion Hazard",9/15/2010 ,"Light-Up Rings - The rings were distributed as part of a promotional product offering or during parent-teacher association conventions. The ring measures 1 1/8 inches across and is made of plastic with a black elastic band. The ring comes in several colors - blue, green, purple, yellow, and pink. The back of the ring is fastened either with screws or glue. Star Glasses - The glasses were distributed as part of a birthday package. The glasses measure about 5 1/2 inches across by 2 1/2 inches tall and are made of red translucent plastic and have the words Chuck E. Cheese's painted on the side.",10345,https://www.cpsc.gov/Recalls/2010/Chuck-E-Cheeses-Recalls-Light-up-Rings-and-Star-Glasses-Due-to-Ingestion-Hazard
"Giant Starbuilders and Giant Stars Building Sets Recalled by Edushape Due to Choking Hazard",9/15/2010 ,"This recall involves all Giant Starbuilders and Giant Stars building sets. The giant stars measure 5 inches in diameter and are made of opaque plastic. Each star has six knobs protruding from a ring-shaped center. The Giant Starbuilder set contains red, green, yellow and blue stars. The Giant Star building set contains red, green, yellow, blue, orange and pink stars.",10346,https://www.cpsc.gov/Recalls/2010/Giant-Starbuilders-and-Giant-Stars-Building-Sets-Recalled-by-Edushape-Due-to-Choking-Hazard
"Snap Beads Recalled by Edushape Due to Choking Hazard",12/8/2009 ,"The recalled product is multicolor and textured soft plastic beads that are designed to connect to one another. The beads are packaged in a 6 x 6 x 8 clear plastic jar with a photo of a child playing with the beads on the label. The word Edushape is written on the label in green and red.",10709,https://www.cpsc.gov/Recalls/2010/Snap-Beads-Recalled-By-Edushape-Due-to-Choking-Hazard
"Children's Cooking Sets with Glass Lids Recalled for Laceration Hazard",8/10/2006 ,"This recall involves children's Super Cooking Sets, a 12-piece stainless steel set with miniature pots that have clear glass lids. Each set comes with a pasta pot with glass lid, stockpot with glass lid, frying pan, two potholders and utensils. The cooking sets were sold in a white box with a clear plastic window. ALEX and Super Cooking Set are printed on the box. A red sticker labeled unbreakable glass is affixed to the pot lids. Cooking sets manufactured after April 1, 2006 have stainless steel lids and are not included in this recall.",06226,https://www.cpsc.gov/Recalls/2006/Childrens-Cooking-Sets-with-Glass-Lids-Recalled-for-Laceration-Hazard
"Children's Snow and Sand Castle Kits by Paricon Recalled Due to Sharp Edges; Sold Exclusively at LL Bean",11/21/2007 ,"The recalled castle kit consists of three red plastic block makers. Only the largest block maker in the set is included in the recall. The largest block maker measures about 19 inches in length and 5 inches in width. Smaller block maker blocks and castle kits with the letter A on the inside of the large block maker are not included in this recall.",08519,https://www.cpsc.gov/Recalls/2008/Childrens-Snow-and-Sand-Castle-Kits-by-Paricon-Recalled-Due-to-Sharp-Edges-Sold-Exclusively-at-LL-Bean
"CPSC, PlayWell Toy Company Ltd. Announce Recall of Activity Cubes",2/6/2004 ,"The Crayola® activity cube is about 9 inches tall and is made of wood. Each side of the activity cube has a different game, including shape sorting cut-outs and crayon character wheels. The top of the activity cube has crayon characters and beads that slide along a spiral glide. The packaging is labeled Crayola® Activity Cube and Playwell.",04079,https://www.cpsc.gov/Recalls/2004/CPSC-PlayWell-Toy-Company-Ltd-Announce-Recall-of-Activity-Cubes-
"CPSC, Schylling Associates Announce Recall of Wooden Music Radio Boxes",2/26/2004 ,"The recalled Picture Radio song boxes have a wind-up knob, picture window, flexible antenna, and wooden carrying handle. The music boxes come in three designs: The A, B, C Song, Old MacDonald has a farm, and Mary had a little lamb. Each plays the respective song when the main dial is turned. The A,B,C box has a red front, yellow knobs, and lettering on the front and back; the Old MacDonald box has a yellow front, blue knobs, and a farm scene on the front and back; and the Mary had a little lamb box has a blue front, yellow knobs, and pastoral scene on the front and back. The bottom of the music boxes reads, More Fun From Schylling.",04088,https://www.cpsc.gov/Recalls/2004/CPSC-Schylling-Associates-Announce-Recall-of-Wooden-Music-Radio-Boxes
"Children's Necklaces, CD and MP3 Players Sold at Limited Too and Justice Stores Recalled by Tween Brands Due to Violation of Lead Paint Standard",10/7/2008 ,"This recall involves a Ball and Heart Necklace with pink beads of varying sizes and a pink heart located in the center; a Portable CD Player with flowers and dots available in blue and pink; a pink MP3 Player with purple, green, blue, yellow, and red hearts; and a light blue MP3 Player with a picture of a monkey's face on the front.",09003,https://www.cpsc.gov/Recalls/2009/Childrens-Necklaces-CD-and-MP3-Players-Sold-at-Limited-Too-and-Justice-Stores-Recalled-by-Tween-Brands-Due-to-Violation-of-Lead-Paint-Standard
"Various Toys Recalled by CBB Group Due to Choking Hazard and Violation of Lead Paint Standard",2/25/2009 ,"The recalled toys are described in the following chart: Product Information Fishing Games Model KK-4296 UPC# 782468042968 Model PT-2006 UPC# 830002020061 Model T-8112 UPC# 704291081129 Model KK-4461 UPC# 782468044610 6-Piece Rattle Set Model ET-1293 UPC# 800323012939 6-Piece 3 Pull Back Cars Model KK-4382 UPC# 782468043828 3-Piece Rattle Set Model ET-1388 UPC# 800323013882 Pull-A-Long Car Model ET-1041 UPC# 800323010416 Model KK-4218 UPC# 782468042180 Battery-Operated Cartoon Bubble Gun Model KK-4275 UPC# 782468042753 Model KK-4276 UPC# 782468042760 Battery-Operated Dolphin Bubble Gun Model OR-2238 UPC# 868333022386",09136,https://www.cpsc.gov/Recalls/2009/Various-Toys-Recalled-by-CBB-Group-Due-to-Choking-Hazard-and-Violation-of-Lead-Paint-Standard
"MEGA Brands Recalls Magtastik and Magnetix Jr. Pre-School Magnetic Toys; Ingested Magnets Pose Aspiration and Intestinal Hazards",3/17/2008 ,"The Magtastik and Magnetix Jr. Pre-school Magnetic Toys include small flexible parts embedded with magnets that allow the parts to connect to large, colored metal balls. Name of Product Model # Magtastik Starter Set 427 40 Piece Tub 468 Magtastik Deluxe Set 428 Deluxe New Starter Set 467 Primary 429 Wonder Coaster 465 Primary Starter 431 Starter Set - New Parts 496 Car 434 Magnimals - Monkey 424 Helicopter 435 Magnimals - Dog 425 Fun Pack 448 Magnimals - Dinosaur 426 Jumbo 24 Piece Bag 456 Magnimals Assortment 423 Round Bag 461 Mag Mobile Assortment 433 12 Piece Mag Bag 462 Magnimals Pet Set 436 Target Bucket 466 Magnimals Bonus Pack 446 Easter Pack 469 The model number is printed on the front of the product's packaging.",08223,https://www.cpsc.gov/Recalls/2008/MEGA-Brands-Recalls-Magtastik-and-Magnetix-Jr-Pre-School-Magnetic-Toys-Ingested-Magnets-Pose-Aspiration-and-Intestinal-Hazards
"FUNTASTIC Recalls Fake Teeth Due To Violation of Lead Paint Standard",4/10/2008 ,"This recall involves a 2-pack fake Hillbilly Teeth with item # 2657. The item number is printed on the packaging. The gums are brown and the teeth are yellow.",08247,https://www.cpsc.gov/Recalls/2008/FUNTASTIC-Recalls-Fake-Teeth-Due-To-Violation-of-Lead-Paint-Standard
"Disney Store Recalls Tinker Bell Wands Due to Violation of Lead Paint Standard",5/22/2008 ,"The recalled Tinker Bell wands are green and light up and sound when a button in the handle is pressed. The top of the wand has white plastic flowers, a green bow, and a pin with Tinker Bell's face on it.",08282,https://www.cpsc.gov/Recalls/2008/Disney-Store-Recalls-Tinker-Bell-Wands-Due-to-Violation-of-Lead-Paint-Standard
"Thomas and Friends, Curious George and Other Spinning Tops and Tin Pails Recalled By Schylling Associates Due To Violation of Lead Paint Standard",8/22/2007 ,"The recalled tops and pails are primarily metal and have wooden handles. The tops are painted with Thomas and Friends, Curious George, or a circus scene. The pails are painted with Thomas and Friends, Curious George, or in a solid red or yellow color. Tops with plastic handles are not included in this recall.",07282,https://www.cpsc.gov/Recalls/2007/Thomas-and-Friends-Curious-George-and-Other-Spinning-Tops-and-Tin-Pails-Recalled-By-Schylling-Associates-Due-To-Violation-of-Lead-Paint-Standard
"Children's Watering Cans Sold Exclusively at Jo-Ann Fabric and Craft Stores Recalled Due to Violation of Lead in Paint Ban",8/28/2007 ,"The recalled Robbie Ducky™ Kids Watering Can is yellow with an orange beak and is about 10 inches high by 6 inches wide. Robbie Ducky™ Garden Collection Duck Watering Can is printed on a sticker on the bottom of the watering can.",07290,https://www.cpsc.gov/Recalls/2007/Childrens-Watering-Cans-Sold-Exclusively-at-Jo-Ann-Fabric-and-Craft-Stores-Recalled-Due
"Target Recalls Children's Toy Gardening Tools and Chairs Due to Violation of Lead Paint Standard",9/26/2007 ,"The recall includes the Happy Giddy Gardening Tools and the Sunny Patch Children's Chairs. Gardening tools: caterpillar trowel with an orange and multi-colored handle; kitty cat broom with pink flowers and green handle; pink and green cultivator with a solid green tool portion and pink flowers on the handle; orange and green wood handle hoe and rake with orange flowers; pink and green shovel and trowel with pink flowers; green, orange and light blue snail push broom; multi-colored trowel, hoe, rake with orange on the tool body; multi-colored shovel with solid red on the shovel and eyes on the top of the handle; red and blue owl shaped broom with bristles painted blue, with yellow and black large eyes on the face. Children's Chairs: multi-colored children's Sunny Patch chairs with a giraffe, monkey, and elephant on the back. The cloth seat and back are striped in orange, yellow, green and blue. The chameleon, butterfly and ladybug chair are not included in the recall.",07309,https://www.cpsc.gov/Recalls/2007/Target-Recalls-Childrens-Toy-Gardening-Tools-and-Chairs-Due-to-Violation-of-Lead-Paint-Standard
"Dunkin' Donuts Recalls Glow Sticks Due to Choking and Strangulation Hazards",10/17/2007 ,"The pink and orange glow sticks were given away free with purchases of donuts.",08030,https://www.cpsc.gov/Recalls/2008/Dunkin-Donuts-Recalls-Glow-Sticks-Due-to-Choking-and-Strangulation-Hazards
"Additional Spinning Top Recalled by Schylling Associates Due To Violation of Lead Paint Standard",11/7/2007 ,"The recalled spinning top is primarily metal and has wooden handles. The top is printed with Winnie-the-Pooh characters. Tops with plastic handles are not included in this recall.",08070,https://www.cpsc.gov/Recalls/2008/Additional-Spinning-Top-Recalled-by-Schylling-Associates-Due-To-Violation-of-Lead-Paint-Standard
"Schylling Associates Recalls Dizzy Ducks Music Box Due To Violation of Lead Paint Standard",11/7/2007 ,"The Dizzy Ducks Music Box is a wind-up music box with ducks that spin as music plays.",08071,https://www.cpsc.gov/Recalls/2008/Schylling-Associates-Recalls-Dizzy-Ducks-Music-Box-Due-To-Violation-of-Lead-Paint-Standard
"Sears and Kmart Recall Play Stoves Due to Tip-over Hazard",1/17/2008 ,"The self-assembled, wooden play stove is painted pink with six white knobs and a timer. The dimensions of the stove when assembled are 11 1/2 W x 13 3/4 D x 32 7/8 H.",08166,https://www.cpsc.gov/Recalls/2008/Sears-and-Kmart-Recall-Play-Stoves-Due-to-Tip-over-Hazard
"Play Brooms Recalled by Come Play Products Company",8/28/1986 ,"Play Brooms Recalled by Come Play Products Company NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR RELEASE August 28, 1986 Release # 86-54 Play Brooms Recalled Because Of Lead Paint Hazard Washington, DC -- In cooperation with the U.S. Consumer Product Safety Commission, Come Play Products Company of Worcester, Massachusetts today announced a voluntary recall of children's brooms because paint on the brooms' handles contains an excess of lead. Since 1960, Come Play has imported 100,000 of these brooms from Hungary and sold them nationwide for about $2.50 retail value through variety stores nationally. The brooms are approximately 28 inches long, with natural straw bristles. The handles are painted red. On the handle the word HUNGARY is stamped in gold-colored letters. This recall does not apply to Brooms with plastic handles and plastic bristles. The Consumer Product Safety Commission knows of one incident involving a child who had ingested paint from the broom's handle but was unable conclusively to attribute the child's elevated blood lead level to the toy. CPSC regulations limit paint on consumer products to .06%. The CPSC found that the paint on the brooms' handles contained an excess of lead many times the legal amount. The brooms are therefore banned. If a child gnaws or sucks on an article coated with lead-containing paint and ingests the paint, the lead will enter the child's bloodstream. The Commission and Come Play Products Company urge teachers and parents to remove these brooms from use immediately and either discard them or return them for a refund to the retailer where purchased. Retailers should remove the brooms from their shelves and return them to Come Play Products Company, 44 Suffolk Street, Worcester, Massachusettes, 01604.",86054,https://www.cpsc.gov/Recalls/1986/Play-Brooms-Recalled-Because-Of-Lead-Paint-Hazard
"Joint Recall Of Lead Painted Produce For Blind Children Announced",10/3/1977 ,"October 3, 1977 Release # 77-103 WASHINGTON, D.C. (Oct. 3) -- The U.S. Consumer Product Safety Commission (CPSC) in cooperation with the Kentucky Department of Human Resources and the American Printing House for the Blind, today announced the recall of 12 products which have excessive Lead content their paint. The products were produced and distributed nationwide by the American Printing House for the Blind in Louisville, Kentucky, and are intended for use by blind children. these products are not normally found on retail shelves, but are sold by mail order to consumers, school systems, and government agencies. A regulation under the Federal Hazardous Substances Act establishes a 0.5% permissible level for lead in paint to reduce risk of lead poisoning to children who may ingest paint chips or peelings. No injuries or illnesses have been reported associated with the products now being recalled. The products currently under recall are: l-0301 Biological Modelsl-0332 Land Forml-0340 Mitchell Form Setsl-0357 Sports Field fitl-0371 Shape Boardl-0382 Textured Blocksl-0372 Puzzle Form Board Kitl-0872 Sound Matching Board 11l-0108 Large U.S. Mapl-0109 Small U.S. Mapl-0329 Fractional Partsl-0359 Stokes Place Holder Persons who have these products should return them to the place of purchase for replacement or a full refund",77103,https://www.cpsc.gov/Recalls/1977/Joint-Recall-Of-Lead-Painted-Produce-For-Blind-Children-Announced
"CPSC, Lauri® Inc. Announce Recall of Toddler Activity Sets and Puzzles",7/25/2002 ,"Toddler Activity Sets and Puzzles Recalled by Lauri® Inc. NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE July 25, 2002 Release # 02-212 Lauri's Recall Hotline: (800) 451-0520 CPSC Consumer Hotline: (800) 638-2772 CPSC Media Contact: Kim Dulic, (301) 504-7058 CPSC, Lauri® Inc. Announce Recall of Toddler Activity Sets and Puzzles WASHINGTON, D.C. - In cooperation with the U.S. Consumer Product Safety Commission (CPSC), Lauri® Inc. of Phillips-Avon, Maine, is voluntarily recalling about 110,000 Toddler Tote™ toddler activity sets and about 11,000 Familiar Things toddler puzzles. The dog puzzle included with both of these products and the rubber handle on the box of the activity set can tear apart into small pieces and pose a choking hazard to small children. CPSC and Lauri Inc. have not received any reports of incidents or injuries with these puzzles or handles. This recall is being conducted to prevent the possibility of injury. The Toddler Tote travel activity sets have three animal puzzles, seven stacker pegs of various colors, a geometric shapes puzzle and four basic shape mini-puzzles. All the contents are packaged in a blue box with a rubber handle that acts as a carrying tote. The 9-inch square box has Lauri and LR-2116 written on it. The puzzle set is called Familiar Things. It is a boxed set of 12 two-piece puzzles. The puzzles include cut-outs of fish, planes, boats and cars. The purple box has First Puzzles for Little Ones and LR-2113 written on it. Specialty toy stores, web retailers and school supply catalogs sold the recalled puzzle and activity sets from January 1999 to July 2002. Toddler Totes were sold for about $15 and Familiar Things were sold for about $20. Consumers should take these toys away from children immediately and call Lauri for free replacement pieces. For more information, contact Lauri toll-free at (800) 451-0520 between 8 a.m. and 5 p.m. ET Monday through Friday.",02212,https://www.cpsc.gov/Recalls/2002/CPSC-Lauri-Inc-Announce-Recall-of-Toddler-Activity-Sets-and-Puzzles-
"Goochie Goo Garbs Recalls Children's Sensory Grab Garb Blankets Due to Laceration Hazard",4/16/2015 ,"The Sensory Grab Garb blanket is a 6-inch square of soft fabric with crinkle paper inside and ribbon tags in the middle of each of the four sides. One side of the blanket contains a white satin ribbon tag with the words Goochie Goo Garbs on it. The polka-dot ribbon tags are black, blue, green, pink or red ribbons with white polka-dots. The blankets come in a variety of child themed patterns including shapes, animals and superhero themes. Only the 6-inch square Sensory Grab Garb blankets with colored polka-dot ribbon tags attached to the side of the blanket are included in the recall.",15113,https://www.cpsc.gov/Recalls/2015/Goochie-Goo-Garbs-Recalls-Childrens-Sensory-Grab-Garb-Blankets
"CPSC, Meijer Inc. Announce Recall of Children's Wands",3/19/2001 ,"Meijer Inc., of Grand Rapids, Mich., is voluntarily recalling about 5,000 All That Glitters light and glitter wands.",01109b,https://www.cpsc.gov/Recalls/2001/CPSC-Meijer-Inc-Announce-Recall-of-Childrens-Wands
